"strings","oPE","freq","Npix","CN","OLD20"
"Trieb",450,1.447158031,6342.43921568627,1,1.85
"Trane",397,1.447158031,6340.79607843137,6,1.6
"Raums",374,1.447158031,6272.50196078431,4,1.6
"Pedal",427,1.447158031,6312.06666666667,0,2
"Otter",418,1.447158031,6368.46274509804,0,1.9
"Maßen",407,1.447158031,6247.48235294118,6,1.6
"Manie",390,1.447158031,6312.57647058824,3,1.6
"Kripo",434,1.447158031,6318.05490196078,0,2.2
"Kombi",448,1.447158031,6268.10196078431,0,2.45
"Gurte",382,1.447158031,6353.47058823529,2,1.7
"Fidel",453,1.447158031,6349.29803921569,2,1.85
"Ferse",342,1.447158031,6360.41176470588,2,1.85
"Brest",372,1.447158031,6334.05882352941,4,1.75
"Aroma",445,1.447158031,6298.48235294118,0,2.05
"After",439,1.447158031,6350.27450980392,4,1.8
"Weckt",409,1.431363764,6314.32156862745,12,1.3
"Spürt",430,1.431363764,6293.43529411765,6,1.6
"Sohle",394,1.431363764,6309.54901960784,8,1.5
"Sankt",379,1.431363764,6300.54117647059,9,1.5
"Safes",362,1.431363764,6312.2431372549,0,1.9
"Rubin",393,1.431363764,6303.81568627451,1,1.85
"Passe",340,1.431363764,6332.72156862745,20,1
"Mutig",475,1.431363764,6295.89411764706,1,1.9
"Mumie",448,1.431363764,6284.65882352941,0,1.95
"Meers",391,1.431363764,6313.90588235294,1,1.75
"Lauer",376,1.431363764,6373.21176470588,13,1.15
"Körbe",379,1.431363764,6281.62352941177,1,1.9
"Kaufe",363,1.431363764,6312.9137254902,8,1.4
"Hülse",381,1.431363764,6306.92941176471,2,1.85
"Hindu",394,1.431363764,6292.02745098039,1,1.9
"Helme",401,1.431363764,6275.54901960784,5,1.65
"Haute",330,1.431363764,6315.01176470588,16,1.1
"Häfen",365,1.431363764,6270.59215686275,3,1.85
"Greis",415,1.431363764,6363.1568627451,5,1.65
"Geber",389,1.431363764,6299.99607843137,6,1.6
"Drauf",418,1.431363764,6338.83137254902,1,1.9
"Dirne",384,1.431363764,6356.56470588235,3,1.8
"Beate",331,1.431363764,6305.48235294118,5,1.65
"Abtei",443,1.431363764,6324.76470588235,1,1.9
"Zuges",394,1.414973348,6294.82352941176,1,1.85
"Zucht",389,1.414973348,6340.40784313725,5,1.75
"Ziels",432,1.414973348,6381.07450980392,3,1.7
"Totes",388,1.414973348,6341.74901960784,9,1.45
"Täler",443,1.414973348,6346,2,1.85
"Sehne",342,1.414973348,6281.77647058824,12,1.25
"Quarz",434,1.414973348,6323.12941176471,2,2.05
"Orion",424,1.414973348,6367.32156862745,0,1.95
"Nutzt",377,1.414973348,6344.38039215686,5,1.75
"Noahs",364,1.414973348,6272.97647058824,0,2.1
"Likör",465,1.414973348,6357.67450980392,0,2.8
"Kühen",366,1.414973348,6267.40784313725,3,1.65
"Kreml",466,1.414973348,6312.23137254902,1,1.9
"Jener",387,1.414973348,6370.98823529412,4,1.75
"Hymne",440,1.414973348,6237.1137254902,1,2.3
"Harem",380,1.414973348,6277.05098039216,1,1.8
"Faxen",346,1.414973348,6339.60392156863,5,1.65
"Eulen",371,1.414973348,6327.18823529412,5,1.7
"Deckt",391,1.414973348,6315.6,15,1.15
"Auges",413,1.414973348,6279.50980392157,3,1.8
"Äther",441,1.414973348,6306.83529411765,0,2
"Watts",383,1.397940009,6339.8862745098,3,1.8
"Tönen",391,1.397940009,6298.05882352941,1,1.9
"Sudan",373,1.397940009,6278.56078431373,0,1.95
"Sperr",425,1.397940009,6313.11764705882,2,1.8
"Silbe",428,1.397940009,6329.07843137255,4,1.7
"Shell",468,1.397940009,6329.27450980392,1,1.9
"Opern",436,1.397940009,6293.29411764706,0,1.9
"Legst",423,1.397940009,6318.25882352941,8,1.4
"Lagos",407,1.397940009,6305.67843137255,1,1.85
"Kalte",381,1.397940009,6341.97254901961,12,1.1
"Hinzu",367,1.397940009,6342.94509803922,2,2.1
"Heike",374,1.397940009,6300.26274509804,8,1.45
"Fleiß",474,1.397940009,6347.8431372549,0,2
"Fache",345,1.397940009,6323.61960784314,11,1.25
"Dünen",358,1.397940009,6289.98431372549,4,1.6
"Böden",369,1.397940009,6236.78039215686,5,1.6
"Blute",389,1.397940009,6336.46666666667,7,1.45
"Atome",436,1.397940009,6289.92941176471,1,1.8
"Arier",435,1.397940009,6386.8431372549,3,1.8
"Zaire",381,1.380211242,6378.07843137255,2,1.9
"Trips",471,1.380211242,6334.61176470588,3,1.8
"Trans",405,1.380211242,6345.29411764706,3,1.8
"Sauer",349,1.380211242,6339.12549019608,10,1.3
"Sanft",384,1.380211242,6321.49019607843,3,1.75
"Rüben",369,1.380211242,6255.06274509804,2,1.8
"Relax",394,1.380211242,6330.29803921569,1,2.1
"Platt",428,1.380211242,6377.91764705882,8,1.45
"Piste",392,1.380211242,6373.05882352941,9,1.5
"Lügst",445,1.380211242,6307.03529411765,3,1.8
"Kiosk",418,1.380211242,6320.30980392157,0,2.25
"Kegel",430,1.380211242,6283.58039215686,5,1.7
"Kamst",394,1.380211242,6285.6,3,1.8
"Hälse",370,1.380211242,6298.71764705882,1,1.9
"Graue",379,1.380211242,6337.85098039216,8,1.35
"Frühe",386,1.380211242,6321.89019607843,3,1.7
"Eiter",386,1.380211242,6367.18039215686,6,1.6
"Desto",366,1.380211242,6328.39607843137,1,1.95
"Bongo",381,1.380211242,6251.2,1,1.95
"Bärte",354,1.380211242,6310.12549019608,2,1.85
"Warme",405,1.361727836,6290.02745098039,5,1.45
"Rinde",385,1.361727836,6290.52549019608,11,1.35
"Posen",352,1.361727836,6329.2,9,1.4
"Patch",374,1.361727836,6331.22352941176,0,2
"Nabel",411,1.361727836,6281.5568627451,8,1.6
"Meise",392,1.361727836,6318.94901960784,11,1.4
"Lakai",429,1.361727836,6350.19215686274,0,2.5
"Kniet",379,1.361727836,6346.36078431373,3,1.7
"Kerne",339,1.361727836,6325.60392156863,12,1.3
"Hagel",417,1.361727836,6271.16470588235,5,1.65
"Büste",358,1.361727836,6298.66274509804,6,1.55
"Vasen",372,1.342422681,6338.0862745098,8,1.55
"Unzen",350,1.342422681,6328.98823529412,1,1.9
"Umbau",427,1.342422681,6257.2862745098,0,2.55
"Slums",437,1.342422681,6304.01568627451,0,1.95
"Püree",362,1.342422681,6336.58039215686,0,2
"Prüfe",414,1.342422681,6337.6862745098,3,1.75
"Ponys",417,1.342422681,6315.49803921569,0,1.95
"Pappe",412,1.342422681,6240.18039215686,4,1.7
"Mutes",386,1.342422681,6313.76078431373,4,1.7
"Malta",427,1.342422681,6323.90196078431,2,1.85
"Lagen",401,1.342422681,6296.17254901961,27,1
"Kranz",367,1.342422681,6342.19215686274,4,1.75
"Klare",398,1.342422681,6350.43137254902,4,1.6
"Hyäne",407,1.342422681,6255.78431372549,1,2
"Henne",315,1.342422681,6286.95294117647,9,1.5
"Hasse",319,1.342422681,6299.98039215686,20,1
"Gouda",392,1.342422681,6282.29411764706,1,2.55
"Goten",370,1.342422681,6322.05490196078,11,1.4
"Gicht",426,1.342422681,6341.98431372549,9,1.55
"Garbo",391,1.342422681,6303.12941176471,1,1.9
"Fusel",401,1.342422681,6367.31764705882,2,1.9
"Füllt",461,1.342422681,6381.76078431373,7,1.6
"Flure",403,1.342422681,6386.99215686275,3,1.7
"Fixer",402,1.342422681,6394.86666666667,2,1.9
"Essay",407,1.342422681,6293.46666666667,0,2.65
"Dover",392,1.342422681,6357.68235294118,1,1.95
"Cafés",398,1.342422681,6323.70588235294,0,2.85
"Biete",371,1.342422681,6334.60392156863,10,1.25
"Beleg",413,1.342422681,6269.85490196078,2,1.8
"Zwirn",444,1.322219295,6360.94509803922,0,1.95
"Zumal",457,1.322219295,6317.66274509804,1,2.35
"Zeche",358,1.322219295,6316.38039215686,1,1.85
"Traue",400,1.322219295,6351.07843137255,11,1.05
"Trakt",450,1.322219295,6338.63529411765,3,1.75
"Stuss",368,1.322219295,6339.56862745098,0,2
"Stasi",406,1.322219295,6356.06666666667,0,2
"Spare",394,1.322219295,6289.03921568627,6,1.6
"Sodom",426,1.322219295,6240.09411764706,0,2.45
"Rotor",371,1.322219295,6343.66666666667,2,1.9
"Petze",347,1.322219295,6355.83921568627,8,1.55
"Löhne",389,1.322219295,6299.36078431373,3,1.8
"Kobra",380,1.322219295,6301.25882352941,0,2.45
"Index",431,1.322219295,6332.50980392157,3,1.8
"Honda",357,1.322219295,6257.63137254902,0,1.95
"Grüßt",454,1.322219295,6298.05490196078,2,1.85
"Freue",363,1.322219295,6364.22745098039,6,1.6
"Dicht",412,1.322219295,6341.85882352941,10,1.4
"Degen",382,1.322219295,6260.59215686275,15,1.2
"Buche",345,1.322219295,6289.77254901961,6,1.4
"Berta",352,1.322219295,6329.65490196078,2,1.8
"Aktie",446,1.322219295,6334.36862745098,1,1.8
"Zähle",409,1.301029996,6305.12549019608,8,1.35
"Waden",380,1.301029996,6267.56862745098,11,1.3
"Swing",465,1.301029996,6276.13725490196,2,1.85
"Spüre",408,1.301029996,6277.72156862745,5,1.65
"Sands",359,1.301029996,6274.74509803922,6,1.5
"Milde",470,1.301029996,6302.79215686275,9,1.5
"Mekka",435,1.301029996,6245.6431372549,1,2.6
"Mähne",389,1.301029996,6241.03137254902,4,1.8
"Lyrik",522,1.301029996,6360.47450980392,0,2.95
"Leide",408,1.301029996,6335.42352941176,16,1
"Hänge",369,1.301029996,6226.90196078431,4,1.7
"Gilde",453,1.301029996,6322.82745098039,8,1.55
"Forst",372,1.301029996,6379.16470588235,4,1.75
"Flugs",438,1.301029996,6324.73333333333,4,1.7
"Feige",400,1.301029996,6318.37254901961,11,1.3
"Faser",353,1.301029996,6360.50588235294,1,1.9
"Dunst",366,1.301029996,6331.70196078431,3,1.85
"Duckt",400,1.301029996,6323.9137254902,8,1.55
"Döner",374,1.301029996,6310.84705882353,0,2
"Donau",353,1.301029996,6314.62352941177,0,2.4
"Dandy",436,1.301029996,6255.14509803922,1,1.95
"Dachs",358,1.301029996,6301.52156862745,6,1.55
"Basen",324,1.301029996,6292.29803921569,15,1.1
"Arsen",395,1.301029996,6335.98431372549,5,1.75
"Annes",367,1.301029996,6309.8431372549,1,1.85
"Zivil",502,1.278753601,6431.11764705882,2,2.45
"Weihe",393,1.278753601,6310.28235294118,12,1.2
"Vlies",449,1.278753601,6391.94117647059,2,1.85
"Ufern",416,1.278753601,6339.74117647059,0,1.9
"Stoßt",427,1.278753601,6305.13333333333,3,1.8
"Staus",368,1.278753601,6335.16470588235,4,1.65
"Stäbe",388,1.278753601,6273.37647058823,1,1.9
"Späße",430,1.278753601,6209.45882352941,3,1.8
"Selig",460,1.278753601,6315.94117647059,1,1.95
"Riten",376,1.278753601,6340.66274509804,3,1.7
"Quell",519,1.278753601,6327.89803921569,2,1.85
"Orkan",424,1.278753601,6315.31764705882,1,1.85
"Merke",407,1.278753601,6289.56470588235,6,1.5
"Löwin",457,1.278753601,6336.30588235294,1,2.55
"Lilie",464,1.278753601,6421.82745098039,2,1.85
"Lasso",372,1.278753601,6352.76078431373,2,1.8
"Kneif",420,1.278753601,6331.75294117647,1,1.9
"Kerbe",359,1.278753601,6298.12549019608,10,1.35
"Jenen",370,1.278753601,6344.84705882353,9,1.5
"Hürde",376,1.278753601,6269.41568627451,6,1.65
"Grimm",507,1.278753601,6283.39607843137,1,1.9
"Fugen",387,1.278753601,6295.50196078431,5,1.7
"Falte",383,1.278753601,6370.3137254902,10,1.3
"Duett",382,1.278753601,6344.8862745098,0,1.9
"Delle",421,1.278753601,6350.67450980392,10,1.35
"Buchs",353,1.278753601,6294.27058823529,12,1.2
"Blogs",431,1.278753601,6277.39215686274,0,1.95
"Beete",334,1.278753601,6305.38823529412,6,1.55
"Anbau",402,1.278753601,6286.27450980392,1,2.1
"Allee",448,1.278753601,6354.81176470588,4,1.7
"Wirke",432,1.255272505,6337.41176470588,6,1.6
"Warne",362,1.255272505,6326.16470588235,7,1.45
"Theta",420,1.255272505,6311.50588235294,1,2.45
"Stube",378,1.255272505,6301.12549019608,4,1.7
"Seher",363,1.255272505,6307.91764705882,3,1.6
"Quasi",454,1.255272505,6316.17647058824,1,2.5
"Qualm",512,1.255272505,6267.12156862745,0,2.15
"Pulle",433,1.255272505,6377.47450980392,4,1.8
"Neige",405,1.255272505,6274.77647058824,9,1.45
"Midas",434,1.255272505,6284.61960784314,0,2
"Marys",449,1.255272505,6300.29803921569,2,1.8
"Kreta",380,1.255272505,6343.38039215686,0,2.05
"Kratz",380,1.255272505,6359.87450980392,2,1.75
"Kongo",390,1.255272505,6264.92549019608,2,2.1
"Knöpf",446,1.255272505,6244.26274509804,3,1.7
"Klubs",412,1.255272505,6309.52941176471,1,1.9
"Fluge",430,1.255272505,6320.23529411765,5,1.6
"Fehde",369,1.255272505,6274.51764705882,2,1.85
"Dünne",355,1.255272505,6289.98431372549,1,1.7
"Düfte",404,1.255272505,6310.74117647059,4,1.7
"Dämme",433,1.255272505,6210.44705882353,4,1.8
"Bunde",352,1.255272505,6261.59607843137,12,1.25
"Bäche",347,1.255272505,6262.02352941176,3,1.75
"Aktes",417,1.255272505,6309.65098039216,5,1.65
"Adels",446,1.255272505,6302.12156862745,4,1.75
"Zyste",437,1.230448921,6331.10588235294,0,1.95
"Teste",387,1.230448921,6338.70980392157,11,1.35
"Stunk",405,1.230448921,6308.76078431373,2,1.85
"Sägen",388,1.230448921,6242.5568627451,11,1.3
"Rugby",476,1.230448921,6220.28235294118,0,3
"Rocks",373,1.230448921,6299.98039215686,2,1.8
"Reims",402,1.230448921,6293.30980392157,3,1.75
"Prüft",437,1.230448921,6353.4,2,1.9
"Porto",383,1.230448921,6369.59607843137,1,1.9
"Nervt",401,1.230448921,6353.3568627451,2,1.85
"Nagle",422,1.230448921,6268.41960784314,1,1.95
"Mayas",432,1.230448921,6276.21960784314,1,1.85
"Lenkt",408,1.230448921,6334.53333333333,7,1.6
"Laien",384,1.230448921,6367.97254901961,6,1.65
"Kappa",411,1.230448921,6220.0431372549,1,1.95
"Jemen",416,1.230448921,6308.70980392157,2,1.9
"Hecke",350,1.230448921,6285.63137254902,15,1.1
"Haust",339,1.230448921,6319.50980392157,14,1.15
"Galle",433,1.230448921,6350.89411764706,8,1.45
"Finte",379,1.230448921,6374.70196078431,3,1.75
"Eigen",402,1.230448921,6282.74117647059,7,1.45
"Dumas",393,1.230448921,6279.94509803922,1,1.95
"Dankt",384,1.230448921,6299.14117647059,10,1.4
"Dänen",347,1.230448921,6281.77254901961,3,1.8
"Chlor",451,1.230448921,6362.84705882353,0,2.4
"Boots",352,1.230448921,6315.96470588235,1,1.85
"Bögen",386,1.230448921,6228.61960784314,6,1.65
"Belag",417,1.230448921,6269.94901960784,2,1.85
"Amsel",476,1.230448921,6299.10980392157,1,1.9
"Traut",423,1.204119983,6366.79215686275,10,1.25
"Totem",442,1.204119983,6299.14509803922,5,1.65
"Sofas",375,1.204119983,6315.28235294118,1,1.9
"Saudi",403,1.204119983,6309.74509803922,0,2
"Rapid",434,1.204119983,6250.81568627451,0,2.5
"Quitt",469,1.204119983,6343.01176470588,1,1.95
"Putzt",379,1.204119983,6379.86666666667,4,1.75
"Ölung",494,1.204119983,6279.85882352941,0,2.25
"Nager",398,1.204119983,6269.82745098039,10,1.45
"Mings",452,1.204119983,6274.39607843137,10,1.45
"Joule",421,1.204119983,6382.90196078431,1,1.95
"Isaak",424,1.204119983,6344.00784313725,1,2.6
"Hydra",448,1.204119983,6267.03137254902,0,2.75
"Hirse",366,1.204119983,6348.77647058824,3,1.85
"Hafer",370,1.204119983,6316.26274509804,3,1.85
"Frech",388,1.204119983,6347.69803921569,1,1.9
"Bytes",409,1.204119983,6296.18431372549,0,1.95
"Blieb",426,1.204119983,6312.20784313725,2,1.85
"Älter",466,1.204119983,6352.4,4,1.75
"Wiegt",458,1.176091259,6306.21176470588,8,1.6
"Walde",418,1.176091259,6292.30196078431,4,1.45
"Ungut",418,1.176091259,6295.90588235294,2,1.85
"Snobs",372,1.176091259,6282.66666666667,0,2.3
"Sesam",391,1.176091259,6273.03137254902,0,2.35
"Seiko",400,1.176091259,6318.9568627451,1,1.95
"Ruhms",397,1.176091259,6249.60784313726,0,1.85
"Rommé",432,1.176091259,6207.81568627451,0,2.35
"Reist",374,1.176091259,6347.12941176471,14,1.05
"Reime",393,1.176091259,6288.81176470588,13,1.2
"Notar",378,1.176091259,6331.16470588235,0,2
"Möhre",415,1.176091259,6270.10588235294,2,1.85
"Modem",453,1.176091259,6215.74509803922,1,1.85
"Magma",459,1.176091259,6204.73333333333,0,1.9
"Loren",378,1.176091259,6365.87450980392,7,1.55
"Leihe",397,1.176091259,6347.04705882353,12,1.25
"Legal",463,1.176091259,6320.90588235294,2,1.8
"Lädst",417,1.176091259,6306.98431372549,2,1.85
"Kokon",377,1.176091259,6287.66666666667,0,2.2
"Koche",352,1.176091259,6298.22352941176,8,1.4
"Klöße",441,1.176091259,6273.78431372549,3,1.85
"Kilos",416,1.176091259,6362.91764705882,2,1.8
"Kanon",336,1.176091259,6302.59607843137,1,1.75
"Human",378,1.176091259,6259.22352941176,1,1.9
"Hofes",358,1.176091259,6299.53333333333,1,1.85
"Hiebe",375,1.176091259,6290.65882352941,7,1.5
"Heide",369,1.176091259,6285.68235294118,18,1.05
"Harke",357,1.176091259,6295.3137254902,9,1.5
"Feine",357,1.176091259,6358.98823529412,20,1
"Elche",389,1.176091259,6312.62745098039,3,1.75
"Bumst",396,1.176091259,6280.09411764706,1,1.95
"Bowle",411,1.176091259,6300.40784313725,0,2
"Bluts",397,1.176091259,6340.96470588235,2,1.8
"Atlas",434,1.176091259,6352.35294117647,0,2
"Ächzt",422,1.176091259,6313.74117647059,1,2.6
"Zahle",396,1.146128036,6324.65490196078,8,1.45
"Yahoo",383,1.146128036,6323.09019607843,0,2.85
"Würfe",422,1.146128036,6317.92156862745,5,1.6
"Wider",437,1.146128036,6322.83137254902,3,1.65
"Wehrt",405,1.146128036,6320.95294117647,8,1.35
"Wanst",372,1.146128036,6322.20392156863,2,1.85
"Vista",431,1.146128036,6384.98431372549,0,1.95
"üppig",543,1.146128036,6235.17647058824,1,2.35
"Tulpe",458,1.146128036,6307.80392156863,0,1.95
"Tanja",448,1.146128036,6327.67058823529,0,2
"Tales",409,1.146128036,6345.85490196078,3,1.8
"Sigma",463,1.146128036,6255.16470588235,0,2.35
"Rühre",375,1.146128036,6287.85098039216,6,1.65
"Renne",322,1.146128036,6293.76470588235,10,1.35
"Radau",362,1.146128036,6271.78039215686,1,2.35
"Quark",468,1.146128036,6286.79215686275,2,2
"Psalm",454,1.146128036,6312.88235294118,0,2.6
"Mokka",442,1.146128036,6248.68235294118,1,2.75
"Menüs",387,1.146128036,6276.54117647059,0,1.95
"Manne",361,1.146128036,6281.39215686274,9,1.35
"Manch",389,1.146128036,6275.14509803922,1,1.85
"Lider",441,1.146128036,6359.59607843137,6,1.55
"Lamas",403,1.146128036,6307.21176470588,2,1.85
"Jeeps",416,1.146128036,6311.50980392157,0,2.4
"Hufen",363,1.146128036,6298.34117647059,8,1.5
"Hirne",366,1.146128036,6342.30980392157,5,1.65
"Heine",343,1.146128036,6318.13725490196,26,1
"Häute",342,1.146128036,6295.48235294118,6,1.65
"Filet",424,1.146128036,6399.43529411765,1,1.9
"Fasan",340,1.146128036,6334.45882352941,0,1.95
"Echos",348,1.146128036,6297.4,1,1.9
"Ebert",390,1.146128036,6308.51764705882,1,1.9
"Düsen",364,1.146128036,6296.45098039216,3,1.75
"Dogge",429,1.146128036,6223.01568627451,2,1.8
"Curie",403,1.146128036,6397.37254901961,2,1.85
"Crews",430,1.146128036,6349.27058823529,0,2.2
"Bügel",442,1.146128036,6258.63137254902,3,1.75
"Blöße",432,1.146128036,6260.05882352941,5,1.75
"Blast",396,1.146128036,6332.74509803922,5,1.65
"Bisse",360,1.146128036,6327.8862745098,10,1.25
"Basar",346,1.146128036,6318.53333333333,0,1.95
"Ätsch",439,1.146128036,6301.74509803922,1,1.95
"Aktiv",488,1.146128036,6359.69411764706,2,1.8
"Zorro",389,1.113943352,6379.01960784314,0,2.25
"Zarte",363,1.113943352,6364.57647058824,6,1.55
"Würgt",452,1.113943352,6289.94509803922,3,1.8
"Worms",422,1.113943352,6297.47058823529,2,1.85
"Wolfs",445,1.113943352,6335.27450980392,2,1.85
"Vikar",460,1.113943352,6369.10196078431,0,2.35
"Tuten",393,1.113943352,6340.5568627451,13,1.3
"Trott",439,1.113943352,6377.13725490196,3,1.8
"Tarif",461,1.113943352,6373.0862745098,0,1.95
"Takte",411,1.113943352,6314.46274509804,5,1.6
"Sinus",376,1.113943352,6346.60392156863,5,1.75
"Senke",358,1.113943352,6284.73333333333,7,1.5
"Seils",409,1.113943352,6363.02352941176,9,1.45
"Saure",345,1.113943352,6339.12549019608,5,1.55
"Ritze",371,1.113943352,6359.12549019608,6,1.6
"Revue",356,1.113943352,6331.34117647059,0,1.95
"Pumps",437,1.113943352,6256.56470588235,3,1.8
"Plato",419,1.113943352,6365.2431372549,3,1.8
"Öfter",456,1.113943352,6334.32549019608,2,1.85
"Nöten",370,1.113943352,6285.38823529412,8,1.55
"Nelke",407,1.113943352,6291.06666666667,4,1.75
"Meier",412,1.113943352,6338.62352941177,5,1.6
"Makel",451,1.113943352,6288.25098039216,0,2
"Logos",416,1.113943352,6308.62352941177,4,1.75
"Leica",390,1.113943352,6384.52549019608,0,2
"Lauge",398,1.113943352,6306.45490196078,8,1.5
"Lauch",383,1.113943352,6340.82352941176,4,1.7
"Larve",397,1.113943352,6390.22352941176,0,1.95
"Lahme",410,1.113943352,6279.81960784314,2,1.7
"Krüge",412,1.113943352,6273.76470588235,2,1.75
"Höfen",374,1.113943352,6273.52549019608,5,1.7
"Hielt",423,1.113943352,6358.58431372549,4,1.8
"Heult",386,1.113943352,6337.68235294118,3,1.75
"Helfe",394,1.113943352,6314.76078431373,5,1.6
"Hacke",348,1.113943352,6285.72549019608,12,1.3
"Grete",392,1.113943352,6345.1568627451,3,1.85
"Ghana",382,1.113943352,6280.69019607843,0,2.55
"Gable",411,1.113943352,6298.68235294118,1,1.85
"Föten",365,1.113943352,6328.98431372549,6,1.65
"Flair",442,1.113943352,6407.98823529412,0,2.1
"Flach",412,1.113943352,6346.38431372549,3,1.7
"Felle",416,1.113943352,6377.27058823529,18,1
"Fazit",378,1.113943352,6393.25882352941,0,2.3
"Fange",370,1.113943352,6287.28235294118,10,1.4
"Fähig",444,1.113943352,6276.13725490196,1,2.2
"Eseln",385,1.113943352,6323.37254901961,3,1.8
"Erbse",366,1.113943352,6297.30196078431,0,1.9
"Cisco",408,1.113943352,6387.00784313725,0,2.55
"Braue",349,1.113943352,6322.25490196078,10,1.2
"Böcke",372,1.113943352,6267.9137254902,4,1.7
"Biege",401,1.113943352,6276.30588235294,14,1.2
"Beere",336,1.113943352,6313.84705882353,6,1.6
"Barke",358,1.113943352,6294.09803921569,10,1.4
"Bachs",342,1.113943352,6286.05098039216,7,1.55
"Antje",454,1.113943352,6333.98039215686,0,2.05
"Ämter",465,1.113943352,6292.2,1,1.9
"Zauns",348,1.079181246,6335.53333333333,2,1.85
"Vulva",458,1.079181246,6391.96078431373,0,2.75
"Volke",447,1.079181246,6341.42352941176,3,1.7
"Versa",388,1.079181246,6364.22745098039,1,1.9
"Topas",420,1.079181246,6284.3568627451,0,2
"Tanne",366,1.079181246,6314.65490196078,10,1.45
"Spreu",398,1.079181246,6297.25882352941,0,2
"Solos",387,1.079181246,6339.8862745098,2,1.85
"Shops",407,1.079181246,6249.50980392157,1,1.9
"Scheu",360,1.079181246,6306.6431372549,3,1.75
"Schah",377,1.079181246,6275.62352941177,6,1.65
"Saite",367,1.079181246,6351.56862745098,3,1.8
"Rollt",440,1.079181246,6361.98431372549,10,1.35
"Pumas",396,1.079181246,6298.43137254902,2,1.85
"Prosa",380,1.079181246,6355.43529411765,1,1.9
"Pools",402,1.079181246,6356.97254901961,1,1.9
"Pegel",440,1.079181246,6303.81176470588,4,1.8
"Ninas",375,1.079181246,6319.98431372549,2,1.85
"Nässe",350,1.079181246,6277.70588235294,1,1.95
"Mainz",402,1.079181246,6329.07058823529,0,1.95
"Lotse",375,1.079181246,6363.88235294118,2,1.8
"Lochs",388,1.079181246,6339.95294117647,7,1.5
"Kochs",360,1.079181246,6302.72156862745,6,1.6
"Kader",373,1.079181246,6293.2431372549,5,1.7
"Hirns",374,1.079181246,6346.80784313726,1,1.9
"Hertz",354,1.079181246,6347.27058823529,1,1.9
"Hanoi",362,1.079181246,6321.27058823529,0,2.35
"Getto",387,1.079181246,6339.73725490196,2,1.8
"Furie",379,1.079181246,6393.4431372549,2,1.85
"Foren",352,1.079181246,6356.98431372549,3,1.8
"Felds",406,1.079181246,6324.58039215686,2,1.75
"Erdöl",451,1.079181246,6294.09019607843,0,2.8
"Endet",368,1.079181246,6277.4,3,1.75
"Eisig",447,1.079181246,6318.42352941176,4,1.8
"Edlen",394,1.079181246,6284.45098039216,7,1.55
"Drehe",379,1.079181246,6306.51764705882,4,1.6
"Clone",414,1.079181246,6359.50588235294,2,1.9
"Civil",515,1.079181246,6442.19215686274,2,2.7
"Brave",377,1.079181246,6339.26666666667,3,1.65
"Baust",341,1.079181246,6318.29411764706,12,1.2
"Ahlen",430,1.079181246,6307.27843137255,3,1.8
"Zirka",429,1.041392685,6358.23529411765,1,2.1
"Wuchs",387,1.041392685,6308.46274509804,11,1.45
"Wisse",394,1.041392685,6342.07843137255,9,1.5
"Unmut",419,1.041392685,6300.38431372549,2,2.3
"Übler",452,1.041392685,6314.39215686274,4,1.7
"Übels",444,1.041392685,6294.71764705882,3,1.8
"Ticks",449,1.041392685,6346.95294117647,3,1.7
"Teuer",392,1.041392685,6350.98431372549,6,1.5
"Tenor",397,1.041392685,6343.74117647059,0,1.95
"Taugt",435,1.041392685,6300.03529411765,4,1.75
"Tangs",417,1.041392685,6278.53725490196,6,1.55
"Tadel",453,1.041392685,6306.93333333333,2,1.85
"Stöße",416,1.041392685,6269.87843137255,3,1.8
"Spann",388,1.041392685,6260.92941176471,1,1.8
"Skier",423,1.041392685,6340.09019607843,1,1.95
"Senkt",381,1.041392685,6300.44705882353,9,1.5
"Samba",400,1.041392685,6239.18039215686,0,1.95
"Rains",357,1.041392685,6329.54117647059,1,1.9
"Polyp",505,1.041392685,6293.96078431373,0,2.4
"Polin",426,1.041392685,6376.68235294118,2,1.9
"Pinie",402,1.041392685,6380.09411764706,2,1.85
"Packe",369,1.041392685,6318.46666666667,12,1.3
"Nehru",381,1.041392685,6297.83137254902,0,1.95
"Negro",409,1.041392685,6272.77254901961,0,2.4
"Mobil",487,1.041392685,6310.80784313726,1,1.9
"Mimik",522,1.041392685,6285.71764705882,0,2.4
"Liane",392,1.041392685,6367.97254901961,0,1.95
"Lecks",398,1.041392685,6339.87058823529,4,1.75
"Könne",346,1.041392685,6282.96078431373,6,1.55
"Kocht",375,1.041392685,6313.93725490196,9,1.4
"Knick",409,1.041392685,6325.38823529412,2,1.8
"Klärt",434,1.041392685,6346.61568627451,3,1.75
"Juckt",434,1.041392685,6367.55294117647,6,1.7
"Indiz",448,1.041392685,6368.48235294118,1,2.3
"Idole",454,1.041392685,6350.54509803922,1,1.85
"Helle",403,1.041392685,6336.41960784314,18,1
"Heime",386,1.041392685,6282,11,1.3
"Gutem",422,1.041392685,6291.19215686274,4,1.75
"Grobe",401,1.041392685,6303.03529411765,6,1.5
"Gases",350,1.041392685,6314.36078431373,2,1.7
"Fluid",461,1.041392685,6357.61176470588,0,2.25
"Fauns",338,1.041392685,6342.67843137255,3,1.75
"Fauna",338,1.041392685,6338.27450980392,3,1.8
"Ewige",436,1.041392685,6269.63921568627,1,1.75
